race_id,race_year,round,circuiit_id,name,race_timestamp,ingestion_date
1,2009,1,1,Australian Grand Prix,2009-03-29T06:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
2,2009,2,2,Malaysian Grand Prix,2009-04-05T09:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
3,2009,3,17,Chinese Grand Prix,2009-04-19T07:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
4,2009,4,3,Bahrain Grand Prix,2009-04-26T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
5,2009,5,4,Spanish Grand Prix,2009-05-10T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
6,2009,6,6,Monaco Grand Prix,2009-05-24T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
7,2009,7,5,Turkish Grand Prix,2009-06-07T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
8,2009,8,9,British Grand Prix,2009-06-21T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
9,2009,9,20,German Grand Prix,2009-07-12T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
10,2009,10,11,Hungarian Grand Prix,2009-07-26T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
11,2009,11,12,European Grand Prix,2009-08-23T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
12,2009,12,13,Belgian Grand Prix,2009-08-30T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
13,2009,13,14,Italian Grand Prix,2009-09-13T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
14,2009,14,15,Singapore Grand Prix,2009-09-27T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
15,2009,15,22,Japanese Grand Prix,2009-10-04T05:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
16,2009,16,18,Brazilian Grand Prix,2009-10-18T16:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
17,2009,17,24,Abu Dhabi Grand Prix,2009-11-01T11:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
18,2008,1,1,Australian Grand Prix,2008-03-16T04:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
19,2008,2,2,Malaysian Grand Prix,2008-03-23T07:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
20,2008,3,3,Bahrain Grand Prix,2008-04-06T11:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
21,2008,4,4,Spanish Grand Prix,2008-04-27T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
22,2008,5,5,Turkish Grand Prix,2008-05-11T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
23,2008,6,6,Monaco Grand Prix,2008-05-25T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
24,2008,7,7,Canadian Grand Prix,2008-06-08T17:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
25,2008,8,8,French Grand Prix,2008-06-22T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
26,2008,9,9,British Grand Prix,2008-07-06T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
27,2008,10,10,German Grand Prix,2008-07-20T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
28,2008,11,11,Hungarian Grand Prix,2008-08-03T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
29,2008,12,12,European Grand Prix,2008-08-24T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
30,2008,13,13,Belgian Grand Prix,2008-09-07T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
31,2008,14,14,Italian Grand Prix,2008-09-14T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
32,2008,15,15,Singapore Grand Prix,2008-09-28T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
33,2008,16,16,Japanese Grand Prix,2008-10-12T04:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
34,2008,17,17,Chinese Grand Prix,2008-10-19T07:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
35,2008,18,18,Brazilian Grand Prix,2008-11-02T17:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
36,2007,1,1,Australian Grand Prix,2007-03-18T03:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
37,2007,2,2,Malaysian Grand Prix,2007-04-08T07:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
38,2007,3,3,Bahrain Grand Prix,2007-04-15T11:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
39,2007,4,4,Spanish Grand Prix,2007-05-13T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
40,2007,5,6,Monaco Grand Prix,2007-05-27T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
41,2007,6,7,Canadian Grand Prix,2007-06-10T17:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
42,2007,7,19,United States Grand Prix,2007-06-17T17:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
43,2007,8,8,French Grand Prix,2007-07-01T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
44,2007,9,9,British Grand Prix,2007-07-08T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
45,2007,10,20,European Grand Prix,2007-07-22T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
46,2007,11,11,Hungarian Grand Prix,2007-08-05T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
47,2007,12,5,Turkish Grand Prix,2007-08-26T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
48,2007,13,14,Italian Grand Prix,2007-09-09T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
49,2007,14,13,Belgian Grand Prix,2007-09-16T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
50,2007,15,16,Japanese Grand Prix,2007-09-30T04:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
51,2007,16,17,Chinese Grand Prix,2007-10-07T06:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
52,2007,17,18,Brazilian Grand Prix,2007-10-21T16:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
53,2006,1,3,Bahrain Grand Prix,2006-03-12T14:30:00.000-08:00,2024-07-10T01:25:05.808-07:00
54,2006,2,2,Malaysian Grand Prix,2006-03-19T15:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
55,2006,3,1,Australian Grand Prix,2006-04-02T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
56,2006,4,21,San Marino Grand Prix,2006-04-23T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
57,2006,5,20,European Grand Prix,2006-05-07T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
58,2006,6,4,Spanish Grand Prix,2006-05-14T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
59,2006,7,6,Monaco Grand Prix,2006-05-28T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
60,2006,8,9,British Grand Prix,2006-06-11T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
61,2006,9,7,Canadian Grand Prix,2006-06-25T13:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
62,2006,10,19,United States Grand Prix,2006-07-02T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
63,2006,11,8,French Grand Prix,2006-07-16T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
64,2006,12,10,German Grand Prix,2006-07-30T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
65,2006,13,11,Hungarian Grand Prix,2006-08-06T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
66,2006,14,5,Turkish Grand Prix,2006-08-27T15:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
67,2006,15,14,Italian Grand Prix,2006-09-10T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
68,2006,16,17,Chinese Grand Prix,2006-10-01T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
69,2006,17,22,Japanese Grand Prix,2006-10-08T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
70,2006,18,18,Brazilian Grand Prix,2006-10-22T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
71,2005,1,1,Australian Grand Prix,2005-03-06T14:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
72,2005,2,2,Malaysian Grand Prix,2005-03-20T15:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
73,2005,3,3,Bahrain Grand Prix,2005-04-03T14:30:00.000-07:00,2024-07-10T01:25:05.808-07:00
74,2005,4,21,San Marino Grand Prix,2005-04-24T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
75,2005,5,4,Spanish Grand Prix,2005-05-08T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
76,2005,6,6,Monaco Grand Prix,2005-05-22T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
77,2005,7,20,European Grand Prix,2005-05-29T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
78,2005,8,7,Canadian Grand Prix,2005-06-12T13:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
79,2005,9,19,United States Grand Prix,2005-06-19T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
80,2005,10,8,French Grand Prix,2005-07-03T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
81,2005,11,9,British Grand Prix,2005-07-10T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
82,2005,12,10,German Grand Prix,2005-07-24T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
83,2005,13,11,Hungarian Grand Prix,2005-07-31T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
84,2005,14,5,Turkish Grand Prix,2005-08-21T15:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
85,2005,15,14,Italian Grand Prix,2005-09-04T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
86,2005,16,13,Belgian Grand Prix,2005-09-11T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
87,2005,17,18,Brazilian Grand Prix,2005-09-25T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
88,2005,18,22,Japanese Grand Prix,2005-10-09T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
89,2005,19,17,Chinese Grand Prix,2005-10-16T14:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
90,2004,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
91,2004,2,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
92,2004,3,3,Bahrain Grand Prix,"",2024-07-10T01:25:05.808-07:00
93,2004,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
94,2004,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
95,2004,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
96,2004,7,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
97,2004,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
98,2004,9,19,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
99,2004,10,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
100,2004,11,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
101,2004,12,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
102,2004,13,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
103,2004,14,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
104,2004,15,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
105,2004,16,17,Chinese Grand Prix,"",2024-07-10T01:25:05.808-07:00
106,2004,17,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
107,2004,18,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
108,2003,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
109,2003,2,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
110,2003,3,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
111,2003,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
112,2003,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
113,2003,6,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
114,2003,7,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
115,2003,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
116,2003,9,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
117,2003,10,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
118,2003,11,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
119,2003,12,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
120,2003,13,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
121,2003,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
122,2003,15,19,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
123,2003,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
124,2002,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
125,2002,2,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
126,2002,3,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
127,2002,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
128,2002,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
129,2002,6,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
130,2002,7,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
131,2002,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
132,2002,9,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
133,2002,10,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
134,2002,11,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
135,2002,12,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
136,2002,13,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
137,2002,14,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
138,2002,15,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
139,2002,16,19,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
140,2002,17,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
141,2001,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
142,2001,2,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
143,2001,3,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
144,2001,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
145,2001,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
146,2001,6,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
147,2001,7,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
148,2001,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
149,2001,9,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
150,2001,10,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
151,2001,11,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
152,2001,12,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
153,2001,13,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
154,2001,14,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
155,2001,15,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
156,2001,16,19,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
157,2001,17,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
158,2000,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
159,2000,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
160,2000,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
161,2000,4,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
162,2000,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
163,2000,6,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
164,2000,7,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
165,2000,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
166,2000,9,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
167,2000,10,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
168,2000,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
169,2000,12,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
170,2000,13,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
171,2000,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
172,2000,15,19,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
173,2000,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
174,2000,17,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
175,1999,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
176,1999,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
177,1999,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
178,1999,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
179,1999,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
180,1999,6,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
181,1999,7,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
182,1999,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
183,1999,9,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
184,1999,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
185,1999,11,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
186,1999,12,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
187,1999,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
188,1999,14,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
189,1999,15,2,Malaysian Grand Prix,"",2024-07-10T01:25:05.808-07:00
190,1999,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
191,1998,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
192,1998,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
193,1998,3,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
194,1998,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
195,1998,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
196,1998,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
197,1998,7,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
198,1998,8,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
199,1998,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
200,1998,10,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
201,1998,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
202,1998,12,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
203,1998,13,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
204,1998,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
205,1998,15,20,Luxembourg Grand Prix,"",2024-07-10T01:25:05.808-07:00
206,1998,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
207,1997,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
208,1997,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
209,1997,3,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
210,1997,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
211,1997,5,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
212,1997,6,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
213,1997,7,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
214,1997,8,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
215,1997,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
216,1997,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
217,1997,11,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
218,1997,12,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
219,1997,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
220,1997,14,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
221,1997,15,20,Luxembourg Grand Prix,"",2024-07-10T01:25:05.808-07:00
222,1997,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
223,1997,17,26,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
224,1996,1,1,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
225,1996,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
226,1996,3,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
227,1996,4,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
228,1996,5,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
229,1996,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
230,1996,7,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
231,1996,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
232,1996,9,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
233,1996,10,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
234,1996,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
235,1996,12,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
236,1996,13,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
237,1996,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
238,1996,15,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
239,1996,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
240,1995,1,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
241,1995,2,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
242,1995,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
243,1995,4,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
244,1995,5,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
245,1995,6,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
246,1995,7,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
247,1995,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
248,1995,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
249,1995,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
250,1995,11,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
251,1995,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
252,1995,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
253,1995,14,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
254,1995,15,28,Pacific Grand Prix,"",2024-07-10T01:25:05.808-07:00
255,1995,16,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
256,1995,17,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
257,1994,1,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
258,1994,2,28,Pacific Grand Prix,"",2024-07-10T01:25:05.808-07:00
259,1994,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
260,1994,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
261,1994,5,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
262,1994,6,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
